"mun";"year";"transfer";"fpm";"codibge";"siafi"
"Conceição das Pedras";"2015";"FPM";"5969119,52";"3117207";"4343"
"Conceição das Pedras";"2016";"FPM";"6960523,89";"3117207";"4343"
"Conceição das Pedras";"2017";"FPM";"6752665,67";"3117207";"4343"
"Conceição das Pedras";"2018";"FPM";"7198123,59";"3117207";"4343"
"Conceição de Ipanema";"2012";"FPM";"4845568,39";"3117405";"4347"
"Conceição de Ipanema";"2013";"FPM";"5204949,18";"3117405";"4347"
"Conceição de Ipanema";"2014";"FPM";"5613685,14";"3117405";"4347"
"Conceição de Ipanema";"2015";"FPM";"5969119,52";"3117405";"4347"
"Conceição de Ipanema";"2016";"FPM";"6960523,89";"3117405";"4347"
"Conceição de Ipanema";"2017";"FPM";"6752665,67";"3117405";"4347"
"Conceição de Ipanema";"2018";"FPM";"7198123,59";"3117405";"4347"
"Conceição do Mato Dentro";"2012";"FPM";"9691136,42";"3117504";"4349"
"Conceição do Mato Dentro";"2013";"FPM";"10409897,99";"3117504";"4349"
"Conceição do Mato Dentro";"2014";"FPM";"11227370,05";"3117504";"4349"
"Conceição do Mato Dentro";"2015";"FPM";"11938238,65";"3117504";"4349"
"Conceição do Mato Dentro";"2016";"FPM";"13921047,47";"3117504";"4349"
"Conceição do Mato Dentro";"2017";"FPM";"13505330,96";"3117504";"4349"
"Conceição do Mato Dentro";"2018";"FPM";"14396246,94";"3117504";"4349"
"Conceição do Pará";"2012";"FPM";"4845568,39";"3117603";"4351"
"Conceição do Pará";"2013";"FPM";"5204949,18";"3117603";"4351"
"Conceição do Pará";"2014";"FPM";"5613685,14";"3117603";"4351"
"Conceição do Pará";"2015";"FPM";"5969119,52";"3117603";"4351"
"Conceição do Pará";"2016";"FPM";"6960523,89";"3117603";"4351"
"Conceição do Pará";"2017";"FPM";"6752665,67";"3117603";"4351"
"Conceição do Pará";"2018";"FPM";"7198123,59";"3117603";"4351"
"Conceição do Rio Verde";"2012";"FPM";"6460757,67";"3117702";"4353"
"Conceição do Rio Verde";"2013";"FPM";"6939932,07";"3117702";"4353"
"Conceição do Rio Verde";"2014";"FPM";"7484913,48";"3117702";"4353"
"Conceição do Rio Verde";"2015";"FPM";"7958825,87";"3117702";"4353"
"Conceição do Rio Verde";"2016";"FPM";"11600872,94";"3117702";"4353"
"Conceição do Rio Verde";"2017";"FPM";"11254442,54";"3117702";"4353"
"Conceição do Rio Verde";"2018";"FPM";"11996872,50";"3117702";"4353"
"Conceição dos Ouros";"2012";"FPM";"6460757,67";"3117801";"4355"
"Conceição dos Ouros";"2013";"FPM";"6939932,07";"3117801";"4355"
"Conceição dos Ouros";"2014";"FPM";"7484913,48";"3117801";"4355"
"Conceição dos Ouros";"2015";"FPM";"7958825,87";"3117801";"4355"
"Conceição dos Ouros";"2016";"FPM";"9280698,42";"3117801";"4355"
"Conceição dos Ouros";"2017";"FPM";"9003554,12";"3117801";"4355"
"Conceição dos Ouros";"2018";"FPM";"9597498,03";"3117801";"4355"
"Cônego Marinho";"2012";"FPM";"4845568,39";"3117836";"590"
"Cônego Marinho";"2013";"FPM";"5204949,18";"3117836";"590"
"Cônego Marinho";"2014";"FPM";"5613685,14";"3117836";"590"
"Cônego Marinho";"2015";"FPM";"5969119,52";"3117836";"590"
"Cônego Marinho";"2016";"FPM";"6960523,89";"3117836";"590"
"Cônego Marinho";"2017";"FPM";"6752665,67";"3117836";"590"
"Cônego Marinho";"2018";"FPM";"7198123,59";"3117836";"590"
"Confins";"2012";"FPM";"4845568,39";"3117876";"592"
"Confins";"2013";"FPM";"5204949,18";"3117876";"592"
"Confins";"2014";"FPM";"5613685,14";"3117876";"592"
"Confins";"2015";"FPM";"5969119,52";"3117876";"592"
"Confins";"2016";"FPM";"6960523,89";"3117876";"592"
"Confins";"2017";"FPM";"6752665,67";"3117876";"592"
"Confins";"2018";"FPM";"7198123,59";"3117876";"592"
"Congonhal";"2012";"FPM";"6460757,67";"3117900";"4357"
"Congonhal";"2013";"FPM";"6939932,07";"3117900";"4357"
"Congonhal";"2014";"FPM";"7484913,48";"3117900";"4357"
"Congonhal";"2015";"FPM";"7958825,87";"3117900";"4357"
"Congonhal";"2016";"FPM";"9280698,42";"3117900";"4357"
"Congonhal";"2017";"FPM";"9003554,12";"3117900";"4357"
"Congonhal";"2018";"FPM";"9597498,03";"3117900";"4357"
"Congonhas";"2012";"FPM";"16151893,80";"3118007";"4359"
"Congonhas";"2013";"FPM";"17349829,80";"3118007";"4359"
"Congonhas";"2014";"FPM";"20583511,45";"3118007";"4359"
"Congonhas";"2015";"FPM";"21886770,59";"3118007";"4359"
"Congonhas";"2016";"FPM";"25521920,17";"3118007";"4359"
"Congonhas";"2017";"FPM";"24759773,17";"3118007";"4359"
"Congonhas";"2018";"FPM";"26393119,21";"3118007";"4359"
"Congonhas do Norte";"2012";"FPM";"4845568,39";"3118106";"4361"
"Congonhas do Norte";"2013";"FPM";"5204949,18";"3118106";"4361"
"Congonhas do Norte";"2014";"FPM";"5613685,14";"3118106";"4361"
"Congonhas do Norte";"2015";"FPM";"5969119,52";"3118106";"4361"
"Congonhas do Norte";"2016";"FPM";"6960523,89";"3118106";"4361"
"Congonhas do Norte";"2017";"FPM";"6752665,67";"3118106";"4361"
"Congonhas do Norte";"2018";"FPM";"7198123,59";"3118106";"4361"
"Conquista";"2012";"FPM";"4845568,39";"3118205";"4363"
"Conquista";"2013";"FPM";"5204949,18";"3118205";"4363"
"Conquista";"2014";"FPM";"5613685,14";"3118205";"4363"
"Conquista";"2015";"FPM";"5969119,52";"3118205";"4363"
"Conquista";"2016";"FPM";"6960523,89";"3118205";"4363"
"Conquista";"2017";"FPM";"6752665,67";"3118205";"4363"
"Conquista";"2018";"FPM";"7198123,59";"3118205";"4363"
"Conselheiro Lafaiete";"2012";"FPM";"27458219,17";"3118304";"4365"
"Conselheiro Lafaiete";"2013";"FPM";"29494710,59";"3118304";"4365"
"Conselheiro Lafaiete";"2014";"FPM";"31810881,18";"3118304";"4365"
"Conselheiro Lafaiete";"2015";"FPM";"33825008,97";"3118304";"4365"
"Conselheiro Lafaiete";"2016";"FPM";"39442967,28";"3118304";"4365"
"Conselheiro Lafaiete";"2017";"FPM";"38265103,77";"3118304";"4365"
"Conselheiro Lafaiete";"2018";"FPM";"40789365,91";"3118304";"4365"
"Conselheiro Pena";"2012";"FPM";"9691136,42";"3118403";"4367"
"Conselheiro Pena";"2013";"FPM";"10409897,99";"3118403";"4367"
"Conselheiro Pena";"2014";"FPM";"11227370,05";"3118403";"4367"
"Conselheiro Pena";"2015";"FPM";"11938238,65";"3118403";"4367"
"Conselheiro Pena";"2016";"FPM";"13921047,47";"3118403";"4367"
"Conselheiro Pena";"2017";"FPM";"13505330,96";"3118403";"4367"
"Conselheiro Pena";"2018";"FPM";"14396246,94";"3118403";"4367"
"Consolação";"2012";"FPM";"4845568,39";"3118502";"4369"
"Consolação";"2013";"FPM";"5204949,18";"3118502";"4369"
"Consolação";"2014";"FPM";"5613685,14";"3118502";"4369"
"Consolação";"2015";"FPM";"5969119,52";"3118502";"4369"
"Consolação";"2016";"FPM";"6960523,89";"3118502";"4369"
"Consolação";"2017";"FPM";"6752665,67";"3118502";"4369"
"Consolação";"2018";"FPM";"7198123,59";"3118502";"4369"
"Contagem";"2012";"FPM";"45639359,58";"3118601";"4371"
"Contagem";"2013";"FPM";"48923236,10";"3118601";"4371"
"Contagem";"2014";"FPM";"52428670,01";"3118601";"4371"
"Contagem";"2015";"FPM";"55366386,28";"3118601";"4371"
"Contagem";"2016";"FPM";"64501232,22";"3118601";"4371"
"Contagem";"2017";"FPM";"62655503,97";"3118601";"4371"
"Contagem";"2018";"FPM";"66816860,79";"3118601";"4371"
"Coqueiral";"2012";"FPM";"4845568,39";"3118700";"4373"
"Coqueiral";"2013";"FPM";"5204949,18";"3118700";"4373"
"Coqueiral";"2014";"FPM";"5613685,14";"3118700";"4373"
"Coqueiral";"2015";"FPM";"5969119,52";"3118700";"4373"
"Coqueiral";"2016";"FPM";"6960523,89";"3118700";"4373"
"Coqueiral";"2017";"FPM";"6752665,67";"3118700";"4373"
"Coqueiral";"2018";"FPM";"7198123,59";"3118700";"4373"
"Coração de Jesus";"2012";"FPM";"11306325,75";"3118809";"4375"
"Coração de Jesus";"2013";"FPM";"12144880,96";"3118809";"4375"
"Coração de Jesus";"2014";"FPM";"13098598,30";"3118809";"4375"
"Coração de Jesus";"2015";"FPM";"13927945,12";"3118809";"4375"
"Coração de Jesus";"2016";"FPM";"16241222,01";"3118809";"4375"
"Coração de Jesus";"2017";"FPM";"15756219,47";"3118809";"4375"
"Coração de Jesus";"2018";"FPM";"16795621,42";"3118809";"4375"
"Cordisburgo";"2012";"FPM";"4845568,39";"3118908";"4377"
"Cordisburgo";"2013";"FPM";"5204949,18";"3118908";"4377"
"Cordisburgo";"2014";"FPM";"5613685,14";"3118908";"4377"
"Cordisburgo";"2015";"FPM";"5969119,52";"3118908";"4377"
"Cordisburgo";"2016";"FPM";"6960523,89";"3118908";"4377"
"Cordisburgo";"2017";"FPM";"6752665,67";"3118908";"4377"
"Cordisburgo";"2018";"FPM";"7198123,59";"3118908";"4377"
"Cordislândia";"2012";"FPM";"4845568,39";"3119005";"4379"
"Cordislândia";"2013";"FPM";"5204949,18";"3119005";"4379"
"Cordislândia";"2014";"FPM";"5613685,14";"3119005";"4379"
"Cordislândia";"2015";"FPM";"5969119,52";"3119005";"4379"
"Cordislândia";"2016";"FPM";"6960523,89";"3119005";"4379"
"Cordislândia";"2017";"FPM";"6752665,67";"3119005";"4379"
"Cordislândia";"2018";"FPM";"7198123,59";"3119005";"4379"
"Corinto";"2012";"FPM";"11306325,75";"3119104";"4381"
"Corinto";"2013";"FPM";"12144880,96";"3119104";"4381"
"Corinto";"2014";"FPM";"13098598,30";"3119104";"4381"
"Corinto";"2015";"FPM";"13927945,12";"3119104";"4381"
"Corinto";"2016";"FPM";"16241222,01";"3119104";"4381"
"Corinto";"2017";"FPM";"15756219,47";"3119104";"4381"
"Corinto";"2018";"FPM";"16795621,42";"3119104";"4381"
"Coroaci";"2012";"FPM";"6460757,67";"3119203";"4383"
"Coroaci";"2013";"FPM";"6939932,07";"3119203";"4383"
"Coroaci";"2014";"FPM";"7484913,48";"3119203";"4383"
"Coroaci";"2015";"FPM";"7958825,87";"3119203";"4383"
"Coroaci";"2016";"FPM";"9280698,42";"3119203";"4383"
"Coroaci";"2017";"FPM";"9003554,12";"3119203";"4383"
"Coroaci";"2018";"FPM";"9597498,03";"3119203";"4383"
"Coromandel";"2012";"FPM";"11306325,75";"3119302";"4385"
"Coromandel";"2013";"FPM";"12144880,96";"3119302";"4385"
"Coromandel";"2014";"FPM";"13098598,30";"3119302";"4385"
"Coromandel";"2015";"FPM";"13927945,12";"3119302";"4385"
"Coromandel";"2016";"FPM";"16241222,01";"3119302";"4385"
"Coromandel";"2017";"FPM";"15756219,47";"3119302";"4385"
"Coromandel";"2018";"FPM";"16795621,42";"3119302";"4385"
"Coronel Fabriciano";"2012";"FPM";"25843029,84";"3119401";"4387"
"Coronel Fabriciano";"2013";"FPM";"27759727,57";"3119401";"4387"
"Coronel Fabriciano";"2014";"FPM";"29939652,82";"3119401";"4387"
"Coronel Fabriciano";"2015";"FPM";"31835302,63";"3119401";"4387"
"Coronel Fabriciano";"2016";"FPM";"37122792,77";"3119401";"4387"
"Coronel Fabriciano";"2017";"FPM";"36014215,36";"3119401";"4387"
"Coronel Fabriciano";"2018";"FPM";"38389991,42";"3119401";"4387"
"Coronel Murta";"2012";"FPM";"4845568,39";"3119500";"4389"
"Coronel Murta";"2013";"FPM";"5204949,18";"3119500";"4389"
"Coronel Murta";"2014";"FPM";"5613685,14";"3119500";"4389"
"Coronel Murta";"2015";"FPM";"5969119,52";"3119500";"4389"
"Coronel Murta";"2016";"FPM";"6960523,89";"3119500";"4389"
"Coronel Murta";"2017";"FPM";"6752665,67";"3119500";"4389"
"Coronel Murta";"2018";"FPM";"7198123,59";"3119500";"4389"
"Coronel Pacheco";"2012";"FPM";"4845568,39";"3119609";"4391"
"Coronel Pacheco";"2013";"FPM";"5204949,18";"3119609";"4391"
"Coronel Pacheco";"2014";"FPM";"5613685,14";"3119609";"4391"
"Coronel Pacheco";"2015";"FPM";"5969119,52";"3119609";"4391"
"Coronel Pacheco";"2016";"FPM";"6960523,89";"3119609";"4391"
"Coronel Pacheco";"2017";"FPM";"6752665,67";"3119609";"4391"
"Coronel Pacheco";"2018";"FPM";"7198123,59";"3119609";"4391"
"Coronel Xavier Chaves";"2012";"FPM";"4845568,39";"3119708";"4393"
"Coronel Xavier Chaves";"2013";"FPM";"5204949,18";"3119708";"4393"
"Coronel Xavier Chaves";"2014";"FPM";"5613685,14";"3119708";"4393"
"Coronel Xavier Chaves";"2015";"FPM";"5969119,52";"3119708";"4393"
"Coronel Xavier Chaves";"2016";"FPM";"6960523,89";"3119708";"4393"
"Coronel Xavier Chaves";"2017";"FPM";"6752665,67";"3119708";"4393"
"Coronel Xavier Chaves";"2018";"FPM";"7198123,59";"3119708";"4393"
"Córrego Danta";"2012";"FPM";"4845568,39";"3119807";"4395"
"Córrego Danta";"2013";"FPM";"5204949,18";"3119807";"4395"
"Córrego Danta";"2014";"FPM";"5613685,14";"3119807";"4395"
"Córrego Danta";"2015";"FPM";"5969119,52";"3119807";"4395"
"Córrego Danta";"2016";"FPM";"6960523,89";"3119807";"4395"
"Córrego Danta";"2017";"FPM";"6752665,67";"3119807";"4395"
"Córrego Danta";"2018";"FPM";"7198123,59";"3119807";"4395"
"Córrego do Bom Jesus";"2012";"FPM";"4845568,39";"3119906";"4397"
"Córrego do Bom Jesus";"2013";"FPM";"5204949,18";"3119906";"4397"
"Córrego do Bom Jesus";"2014";"FPM";"5613685,14";"3119906";"4397"
"Córrego do Bom Jesus";"2015";"FPM";"5969119,52";"3119906";"4397"
"Córrego do Bom Jesus";"2016";"FPM";"6960523,89";"3119906";"4397"
"Córrego do Bom Jesus";"2017";"FPM";"6752665,67";"3119906";"4397"
"Córrego do Bom Jesus";"2018";"FPM";"7198123,59";"3119906";"4397"
"Córrego Fundo";"2012";"FPM";"4845568,39";"3119955";"594"
"Córrego Fundo";"2013";"FPM";"5204949,18";"3119955";"594"
"Córrego Fundo";"2014";"FPM";"5613685,14";"3119955";"594"
"Córrego Fundo";"2015";"FPM";"5969119,52";"3119955";"594"
"Córrego Fundo";"2016";"FPM";"6960523,89";"3119955";"594"
"Córrego Fundo";"2017";"FPM";"6752665,67";"3119955";"594"
"Córrego Fundo";"2018";"FPM";"7198123,59";"3119955";"594"
"Córrego Novo";"2012";"FPM";"4845568,39";"3120003";"4399"
"Córrego Novo";"2013";"FPM";"5204949,18";"3120003";"4399"
"Córrego Novo";"2014";"FPM";"5613685,14";"3120003";"4399"
"Córrego Novo";"2015";"FPM";"5969119,52";"3120003";"4399"
"Córrego Novo";"2016";"FPM";"6960523,89";"3120003";"4399"
"Córrego Novo";"2017";"FPM";"6752665,67";"3120003";"4399"
"Córrego Novo";"2018";"FPM";"7198123,59";"3120003";"4399"
"Couto de Magalhães de Minas";"2012";"FPM";"4845568,39";"3120102";"4401"
"Couto de Magalhães de Minas";"2013";"FPM";"5204949,18";"3120102";"4401"
"Couto de Magalhães de Minas";"2014";"FPM";"5613685,14";"3120102";"4401"
"Couto de Magalhães de Minas";"2015";"FPM";"5969119,52";"3120102";"4401"
"Couto de Magalhães de Minas";"2016";"FPM";"6960523,89";"3120102";"4401"
"Couto de Magalhães de Minas";"2017";"FPM";"6752665,67";"3120102";"4401"
"Couto de Magalhães de Minas";"2018";"FPM";"7198123,59";"3120102";"4401"
"Crisólita";"2012";"FPM";"4845568,39";"3120151";"596"
"Crisólita";"2013";"FPM";"5204949,18";"3120151";"596"
"Crisólita";"2014";"FPM";"5613685,14";"3120151";"596"
"Crisólita";"2015";"FPM";"5969119,52";"3120151";"596"
"Crisólita";"2016";"FPM";"6960523,89";"3120151";"596"
"Crisólita";"2017";"FPM";"6752665,67";"3120151";"596"
"Crisólita";"2018";"FPM";"7198123,59";"3120151";"596"
"Cristais";"2012";"FPM";"6460757,67";"3120201";"4403"
"Cristais";"2013";"FPM";"6939932,07";"3120201";"4403"
"Cristais";"2014";"FPM";"7484913,48";"3120201";"4403"
"Cristais";"2015";"FPM";"7958825,87";"3120201";"4403"
"Cristais";"2016";"FPM";"9280698,42";"3120201";"4403"
"Cristais";"2017";"FPM";"9003554,12";"3120201";"4403"
"Cristais";"2018";"FPM";"9597498,03";"3120201";"4403"
"Cristália";"2012";"FPM";"4845568,39";"3120300";"4405"
"Cristália";"2013";"FPM";"5204949,18";"3120300";"4405"
"Cristália";"2014";"FPM";"5613685,14";"3120300";"4405"
"Cristália";"2015";"FPM";"5969119,52";"3120300";"4405"
"Cristália";"2016";"FPM";"6960523,89";"3120300";"4405"
"Cristália";"2017";"FPM";"6752665,67";"3120300";"4405"
"Cristália";"2018";"FPM";"7198123,59";"3120300";"4405"
"Cristiano Otoni";"2012";"FPM";"4845568,39";"3120409";"4407"
"Cristiano Otoni";"2013";"FPM";"5204949,18";"3120409";"4407"
"Cristiano Otoni";"2014";"FPM";"5613685,14";"3120409";"4407"
"Cristiano Otoni";"2015";"FPM";"5969119,52";"3120409";"4407"
"Cristiano Otoni";"2016";"FPM";"6960523,89";"3120409";"4407"
"Cristiano Otoni";"2017";"FPM";"6752665,67";"3120409";"4407"
"Cristiano Otoni";"2018";"FPM";"7198123,59";"3120409";"4407"
"Cristina";"2012";"FPM";"6460757,67";"3120508";"4409"
"Cristina";"2013";"FPM";"6939932,07";"3120508";"4409"
"Cristina";"2014";"FPM";"7484913,48";"3120508";"4409"
"Cristina";"2015";"FPM";"7958825,87";"3120508";"4409"
"Cristina";"2016";"FPM";"9280698,42";"3120508";"4409"
"Cristina";"2017";"FPM";"9003554,12";"3120508";"4409"
"Cristina";"2018";"FPM";"9597498,03";"3120508";"4409"
"Crucilândia";"2012";"FPM";"4845568,39";"3120607";"4411"
"Crucilândia";"2013";"FPM";"5204949,18";"3120607";"4411"
"Crucilândia";"2014";"FPM";"5613685,14";"3120607";"4411"
"Crucilândia";"2015";"FPM";"5969119,52";"3120607";"4411"
"Crucilândia";"2016";"FPM";"6960523,89";"3120607";"4411"
"Crucilândia";"2017";"FPM";"6752665,67";"3120607";"4411"
"Crucilândia";"2018";"FPM";"7198123,59";"3120607";"4411"
"Cruzeiro da Fortaleza";"2012";"FPM";"4845568,39";"3120706";"4413"
"Cruzeiro da Fortaleza";"2013";"FPM";"5204949,18";"3120706";"4413"
"Cruzeiro da Fortaleza";"2014";"FPM";"5613685,14";"3120706";"4413"
"Cruzeiro da Fortaleza";"2015";"FPM";"5969119,52";"3120706";"4413"
"Cruzeiro da Fortaleza";"2016";"FPM";"6960523,89";"3120706";"4413"
"Cruzeiro da Fortaleza";"2017";"FPM";"6752665,67";"3120706";"4413"
"Cruzeiro da Fortaleza";"2018";"FPM";"7198123,59";"3120706";"4413"
"Cruzília";"2012";"FPM";"8075947,06";"3120805";"4415"
"Cruzília";"2013";"FPM";"8674915,04";"3120805";"4415"
"Cruzília";"2014";"FPM";"9356141,73";"3120805";"4415"
"Cruzília";"2015";"FPM";"9948532,32";"3120805";"4415"
"Cruzília";"2016";"FPM";"11600872,94";"3120805";"4415"
"Cruzília";"2017";"FPM";"11254442,54";"3120805";"4415"
"Cruzília";"2018";"FPM";"11996872,50";"3120805";"4415"
"Cuparaque";"2012";"FPM";"4845568,39";"3120839";"598"
"Cuparaque";"2013";"FPM";"5204949,18";"3120839";"598"
"Cuparaque";"2014";"FPM";"5613685,14";"3120839";"598"
"Cuparaque";"2015";"FPM";"5969119,52";"3120839";"598"
"Cuparaque";"2016";"FPM";"6960523,89";"3120839";"598"
"Cuparaque";"2017";"FPM";"6752665,67";"3120839";"598"
"Cuparaque";"2018";"FPM";"7198123,59";"3120839";"598"
"Curral de Dentro";"2012";"FPM";"4845568,39";"3120870";"600"
"Curral de Dentro";"2013";"FPM";"5204949,18";"3120870";"600"
"Curral de Dentro";"2014";"FPM";"5613685,14";"3120870";"600"
"Curral de Dentro";"2015";"FPM";"5969119,52";"3120870";"600"
"Curral de Dentro";"2016";"FPM";"6960523,89";"3120870";"600"
"Curral de Dentro";"2017";"FPM";"6752665,67";"3120870";"600"
"Curral de Dentro";"2018";"FPM";"7198123,59";"3120870";"600"
"Curvelo";"2012";"FPM";"20997461,80";"3120904";"4417"
"Curvelo";"2013";"FPM";"22554778,67";"3120904";"4417"
"Curvelo";"2014";"FPM";"24325967,95";"3120904";"4417"
"Curvelo";"2015";"FPM";"25866183,47";"3120904";"4417"
"Curvelo";"2016";"FPM";"30162269,18";"3120904";"4417"
"Curvelo";"2017";"FPM";"29261550,03";"3120904";"4417"
"Curvelo";"2018";"FPM";"31191868,05";"3120904";"4417"
"Datas";"2012";"FPM";"4845568,39";"3121001";"4419"
"Datas";"2013";"FPM";"5204949,18";"3121001";"4419"
"Datas";"2014";"FPM";"5613685,14";"3121001";"4419"
"Datas";"2015";"FPM";"5969119,52";"3121001";"4419"
"Datas";"2016";"FPM";"6960523,89";"3121001";"4419"
"Datas";"2017";"FPM";"6752665,67";"3121001";"4419"
"Datas";"2018";"FPM";"7198123,59";"3121001";"4419"
"Delfim Moreira";"2012";"FPM";"4845568,39";"3121100";"4421"
"Delfim Moreira";"2013";"FPM";"5204949,18";"3121100";"4421"
"Delfim Moreira";"2014";"FPM";"5613685,14";"3121100";"4421"
"Delfim Moreira";"2015";"FPM";"5969119,52";"3121100";"4421"
"Delfim Moreira";"2016";"FPM";"6960523,89";"3121100";"4421"
"Delfim Moreira";"2017";"FPM";"6752665,67";"3121100";"4421"
"Delfim Moreira";"2018";"FPM";"7198123,59";"3121100";"4421"
"Delfinópolis";"2012";"FPM";"4845568,39";"3121209";"4423"
"Delfinópolis";"2013";"FPM";"5204949,18";"3121209";"4423"
"Delfinópolis";"2014";"FPM";"5613685,14";"3121209";"4423"
"Delfinópolis";"2015";"FPM";"5969119,52";"3121209";"4423"
"Delfinópolis";"2016";"FPM";"6960523,89";"3121209";"4423"
"Delfinópolis";"2017";"FPM";"6752665,67";"3121209";"4423"
"Delfinópolis";"2018";"FPM";"7198123,59";"3121209";"4423"
"Delta";"2012";"FPM";"4845568,39";"3121258";"602"
"Delta";"2013";"FPM";"5204949,18";"3121258";"602"
"Delta";"2014";"FPM";"5613685,14";"3121258";"602"
"Delta";"2015";"FPM";"5969119,52";"3121258";"602"
"Delta";"2016";"FPM";"6960523,89";"3121258";"602"
"Delta";"2017";"FPM";"6752665,67";"3121258";"602"
"Delta";"2018";"FPM";"7198123,59";"3121258";"602"
"Descoberto";"2012";"FPM";"4845568,39";"3121308";"4425"
"Descoberto";"2013";"FPM";"5204949,18";"3121308";"4425"
"Descoberto";"2014";"FPM";"5613685,14";"3121308";"4425"
"Descoberto";"2015";"FPM";"5969119,52";"3121308";"4425"
"Descoberto";"2016";"FPM";"6960523,89";"3121308";"4425"
"Descoberto";"2017";"FPM";"6752665,67";"3121308";"4425"
"Descoberto";"2018";"FPM";"7198123,59";"3121308";"4425"
"Desterro de Entre Rios";"2012";"FPM";"4845568,39";"3121407";"4427"
"Desterro de Entre Rios";"2013";"FPM";"5204949,18";"3121407";"4427"
"Desterro de Entre Rios";"2014";"FPM";"5613685,14";"3121407";"4427"
"Desterro de Entre Rios";"2015";"FPM";"5969119,52";"3121407";"4427"
"Desterro de Entre Rios";"2016";"FPM";"6960523,89";"3121407";"4427"
"Desterro de Entre Rios";"2017";"FPM";"6752665,67";"3121407";"4427"
"Desterro de Entre Rios";"2018";"FPM";"7198123,59";"3121407";"4427"
"Desterro do Melo";"2012";"FPM";"4845568,39";"3121506";"4429"
"Desterro do Melo";"2013";"FPM";"5204949,18";"3121506";"4429"
"Desterro do Melo";"2014";"FPM";"5613685,14";"3121506";"4429"
"Desterro do Melo";"2015";"FPM";"5969119,52";"3121506";"4429"
"Desterro do Melo";"2016";"FPM";"6960523,89";"3121506";"4429"
"Desterro do Melo";"2017";"FPM";"6752665,67";"3121506";"4429"
"Desterro do Melo";"2018";"FPM";"7198123,59";"3121506";"4429"
"Diamantina";"2012";"FPM";"16151893,80";"3121605";"4431"
"Diamantina";"2013";"FPM";"17349829,80";"3121605";"4431"
"Diamantina";"2014";"FPM";"18712283,12";"3121605";"4431"
"Diamantina";"2015";"FPM";"19897064,27";"3121605";"4431"
"Diamantina";"2016";"FPM";"23201745,56";"3121605";"4431"
"Diamantina";"2017";"FPM";"22508884,82";"3121605";"4431"
"Diamantina";"2018";"FPM";"23993744,81";"3121605";"4431"
"Diogo de Vasconcelos";"2012";"FPM";"4845568,39";"3121704";"4433"
"Diogo de Vasconcelos";"2013";"FPM";"5204949,18";"3121704";"4433"
"Diogo de Vasconcelos";"2014";"FPM";"5613685,14";"3121704";"4433"
"Diogo de Vasconcelos";"2015";"FPM";"5969119,52";"3121704";"4433"
"Diogo de Vasconcelos";"2016";"FPM";"6960523,89";"3121704";"4433"
"Diogo de Vasconcelos";"2017";"FPM";"6752665,67";"3121704";"4433"
"Diogo de Vasconcelos";"2018";"FPM";"7198123,59";"3121704";"4433"
"Dionísio";"2012";"FPM";"4845568,39";"3121803";"4435"
"Dionísio";"2013";"FPM";"5204949,18";"3121803";"4435"
"Dionísio";"2014";"FPM";"5613685,14";"3121803";"4435"
"Dionísio";"2015";"FPM";"5969119,52";"3121803";"4435"
"Dionísio";"2016";"FPM";"6960523,89";"3121803";"4435"
"Dionísio";"2017";"FPM";"6752665,67";"3121803";"4435"
"Dionísio";"2018";"FPM";"7198123,59";"3121803";"4435"
"Divinésia";"2012";"FPM";"4845568,39";"3121902";"4437"
"Divinésia";"2013";"FPM";"5204949,18";"3121902";"4437"
"Divinésia";"2014";"FPM";"5613685,14";"3121902";"4437"
"Divinésia";"2015";"FPM";"5969119,52";"3121902";"4437"
"Divinésia";"2016";"FPM";"6960523,89";"3121902";"4437"
"Divinésia";"2017";"FPM";"6752665,67";"3121902";"4437"
"Divinésia";"2018";"FPM";"7198123,59";"3121902";"4437"
"Divino";"2012";"FPM";"9691136,42";"3122009";"4439"
"Divino";"2013";"FPM";"10409897,99";"3122009";"4439"
"Divino";"2014";"FPM";"11227370,05";"3122009";"4439"
"Divino";"2015";"FPM";"11938238,65";"3122009";"4439"
"Divino";"2016";"FPM";"13921047,47";"3122009";"4439"
"Divino";"2017";"FPM";"13505330,96";"3122009";"4439"
"Divino";"2018";"FPM";"14396246,94";"3122009";"4439"
"Divino das Laranjeiras";"2012";"FPM";"4845568,39";"3122108";"4441"
"Divino das Laranjeiras";"2013";"FPM";"5204949,18";"3122108";"4441"
"Divino das Laranjeiras";"2014";"FPM";"5613685,14";"3122108";"4441"
"Divino das Laranjeiras";"2015";"FPM";"5969119,52";"3122108";"4441"
"Divino das Laranjeiras";"2016";"FPM";"6960523,89";"3122108";"4441"
"Divino das Laranjeiras";"2017";"FPM";"6752665,67";"3122108";"4441"
"Divino das Laranjeiras";"2018";"FPM";"7198123,59";"3122108";"4441"
"Divinolândia de Minas";"2012";"FPM";"4845568,39";"3122207";"4443"
"Divinolândia de Minas";"2013";"FPM";"5204949,18";"3122207";"4443"
"Divinolândia de Minas";"2014";"FPM";"5613685,14";"3122207";"4443"
"Divinolândia de Minas";"2015";"FPM";"5969119,52";"3122207";"4443"
"Divinolândia de Minas";"2016";"FPM";"6960523,89";"3122207";"4443"
"Divinolândia de Minas";"2017";"FPM";"6752665,67";"3122207";"4443"
"Divinolândia de Minas";"2018";"FPM";"7198123,59";"3122207";"4443"
"Divinópolis";"2012";"FPM";"45639359,58";"3122306";"4445"
