codibge,UF,iptu_2011,iptu_2012,iptu_2013,iptu_2014,iptu_2015,iptu_2016,iptu_2017,iptu_2018,iptu_2019
351140,SP,2123832.87,1987673.43,2048178.69,3038414.89,2885127.92,2898055.80,3184240.13,3184217.66,3063199.55
351150,SP,7442377.99,7501043.55,7933487.23,7837499.82,8246946.50,9177803.76,9977936.04,9919500.87,10528577.62
351160,SP,756750.39,804945.32,1029861.43,927589.34,1180236.25,1159432.73,1148353.72,1345465.50,1308469.14
351170,SP,1874277.23,1928799.13,2085527.90,2064492.20,2134813.11,2301650.03,2764789.64,2703236.18,3071728.70
351190,SP,503394.89,562660.99,711699.78,695977.76,641387.09,606126.88,627560.22,640181.27,738538.01
351200,SP,1959963.02,2074302.15,2748482.84,3180870.15,2354388.77,2556460.22,2753215.49,2784142.21,3383291.43
351210,SP,284608.15,271984.85,281861.46,340524.94,199802.63,180760.98,267564.13,282267.93,288762.35
351220,SP,5570025.83,5148955.96,5573965.68,5406867.10,5055599.26,5077005.98,6236934.20,9030550.72,9609030.41
351230,SP,2232121.20,2328495.39,1941792.46,2827820.73,2921298.56,2714932.27,2674936.80,2747263.42,2663410.49
351240,SP,2533342.36,2193244.37,4630835.35,5027330.89,2288693.09,5409924.80,4733402.27,5970144.89,6000983.93
351250,SP,378868.02,223389.46,425364.04,445677.88,507412.70,456552.43,452431.67,466400.30,611971.92
351260,SP,165539.95,158906.97,168531.77,130435.34,146792.89,139399.70,176933.56,248696.54,236434.07
351270,SP,539702.12,565473.37,587601.21,559830.70,582786.87,582594.12,604721.57,607910.79,654391.65
351280,SP,11233231.11,11143462.96,13344844.68,11642099.21,10207486.72,7942219.52,10165482.86,10335352.31,9901748.03
351290,SP,883502.89,1008594.73,1020751.76,1000338.38,960437.46,1105369.86,1253583.54,1602569.28,1677591.82
351300,SP,88969961.95,92911782.67,99561740.98,105429800.74,109317056.87,104747547.65,121326096.66,123597586.41,128413421.99
351310,SP,8067231.59,8797215.54,10047123.86,9234156.68,9663291.50,8667268.44,10269745.79,11357741.76,11600969.93
351320,SP,516098.96,552367.49,471944.85,525376.84,684191.56,759758.61,885403.12,1062280.53,1009767.60
351330,SP,172234.86,165504.53,159931.97,170859.06,145405.86,202114.16,201959.70,207185.68,202624.86
351340,SP,9808526.32,10370880.96,10450916.77,10441432.81,10525448.44,9580233.07,12525306.56,13530007.59,14521054.38
351350,SP,60366214.21,58332030.63,100068051.78,98264069.74,106273262.43,106052472.87,115616331.38,112917995.99,116618033.76
351360,SP,1004963.94,1216002.96,2094239.00,1722703.97,1634749.50,1491069.39,1127555.54,952874.26,881481.86
351370,SP,4762473.37,4803465.26,5252441.37,5512489.11,5375809.35,5275678.72,6008558.56,5862803.63,5899966.51
351380,SP,155739746.17,172279460.10,180182777.57,166724650.38,162891398.93,169036512.61,190004797.70,192077384.19,191397004.06
351385,SP,45021.54,46984.22,44411.36,52945.52,50411.45,52713.53,61495.40,58919.31,65317.44
351390,SP,1641289.76,1662011.88,791842.91,1006708.70,610301.00,1558798.24,1663530.00,1699878.62,1668664.23
351400,SP,672009.25,564180.26,600118.17,671477.63,638934.47,648995.05,769823.65,876548.10,860109.21
351410,SP,3639502.47,4027802.31,4546133.53,4421062.81,4000033.11,3744684.33,4562877.19,4042064.53,5406445.20
351420,SP,80333.44,20656.96,99653.65,81077.09,77775.04,96327.09,112977.94,92708.69,105454.89
351430,SP,904811.23,988306.87,963431.53,1164887.53,1043198.64,953584.68,1112388.61,1373858.67,1383060.82
351440,SP,10436121.65,10512770.43,12531820.94,10180037.27,11380626.45,10859945.43,13202499.87,12646121.61,13833738.51
351450,SP,1392845.92,1341473.93,1324057.65,1421004.34,1656361.96,1563152.62,1634155.25,1580665.29,1638561.25
351460,SP,948730.19,740610.98,1051970.10,866223.62,911434.96,870950.70,1038363.48,1081009.12,1112336.72
351470,SP,380413.73,317654.99,388148.86,414408.84,393166.61,439205.76,475000.04,461717.45,487376.53
351480,SP,558160.98,713755.09,695650.11,693225.56,629206.73,566121.52,686220.46,787922.59,856838.32
351490,SP,1648628.11,1955660.00,2316967.41,2342054.00,2297570.58,2311040.51,2544542.21,3028380.45,2936416.57
351492,SP,529777.47,350276.95,459217.99,522188.49,587168.81,667313.51,655781.97,688308.01,722982.15
351495,SP,148428.63,155328.49,193440.00,190932.87,168646.21,163861.61,189065.27,217082.17,203952.75
351500,SP,28842554.92,28584962.87,57901905.29,40224204.63,39770078.30,43508061.25,48241791.59,55223453.13,64934062.65
351510,SP,10372039.22,9793669.64,11857198.26,10060987.95,10007568.71,9045515.53,8697419.67,10772488.91,11266113.27
351512,SP,121401.80,136171.88,142620.29,254508.40,239504.19,185720.35,258613.86,254328.28,297673.28
351515,SP,1513649.85,1113562.62,2058705.69,2111362.04,2079148.84,2020110.12,2870534.21,3239936.06,3360818.37
351518,SP,8502350.14,10143097.02,10291831.30,9678803.39,10669926.82,9778189.24,9976897.71,10352203.25,11007981.87
351519,SP,232287.48,254012.74,267984.20,240343.67,268425.38,228386.89,247402.15,313996.51,271145.45
351520,SP,803155.01,345775.15,841231.71,861511.29,822194.68,828215.69,1105029.90,1022610.44,1006199.36
351530,SP,33383.28,37007.75,40779.67,33678.33,29632.78,69324.57,61260.50,49074.45,54344.62
351535,SP,171233.06,232627.27,375117.21,219722.38,411380.58,429208.49,498515.86,518231.22,449406.98
351540,SP,1420409.85,1416049.90,1556670.77,1519207.86,1535141.71,1664153.80,1816931.53,2057908.78,1949349.01
351550,SP,14658995.88,3737837.89,13634867.80,13792204.20,15447155.86,15530112.52,17839998.68,18805264.34,21412693.51
351560,SP,368208.00,399617.66,404546.81,423183.34,441689.11,443395.42,519596.69,540899.01,531585.24
351565,SP,76317.78,60757.59,80055.07,79852.29,58310.78,63439.21,72401.52,69374.89,85869.55
351570,SP,24523233.32,24186975.17,26807780.02,27753211.13,24511853.89,25469548.33,27044615.62,35383337.35,30775500.13
351580,SP,86602.91,39697.41,36847.49,40429.34,95008.18,65696.59,68879.65,91830.87,69175.64
351590,SP,110896.92,113963.89,123312.71,130539.30,127782.23,106000.67,116577.27,157386.96,179765.05
351600,SP,915342.43,963084.90,928487.71,855426.05,922025.55,820684.84,944767.56,992855.11,999247.72
351610,SP,198472.85,202601.11,214003.09,221187.32,182687.61,199543.73,191223.24,245297.47,255842.55
351620,SP,95465222.66,97022776.84,100094634.95,99633616.08,94867463.87,97344501.56,105888215.23,107102666.80,112320265.12
351630,SP,19186005.24,19742778.60,21084788.02,16866312.18,19239557.63,18623317.66,19317132.56,21178410.54,21648332.39
351640,SP,21172556.96,20385563.29,19100536.13,18548595.69,18182477.00,18732887.15,21554698.77,23237852.80,24270396.36
351650,SP,195031.14,193058.43,223052.69,229781.32,247549.44,270702.91,271787.99,278673.81,273767.37
351660,SP,650907.88,666420.67,657968.20,655330.65,651323.47,654349.53,696221.29,712393.68,770332.33
351670,SP,7308943.36,7580112.78,8412675.94,8243510.14,7994814.97,7606946.18,8552210.22,8539335.99,9483665.92
351680,SP,108449.01,143667.63,136189.20,149141.05,154454.66,133104.43,164893.82,171194.31,172538.45
351685,SP,365221.99,346875.61,338999.94,405789.09,369210.30,1062095.85,1214371.94,1157126.30,1134264.32
351690,SP,795025.81,731242.73,937215.79,743701.95,718790.80,766467.35,998884.66,869818.15,842739.97
351700,SP,701041.13,602517.21,410425.81,481863.16,598600.31,432912.68,472606.85,504685.68,505300.87
351710,SP,463040.94,543955.01,566640.30,545040.66,525236.88,485630.31,564352.61,569873.85,579786.02
351720,SP,692415.73,659010.80,662241.25,685402.86,647040.82,590560.53,884609.21,803500.12,901452.92
351730,SP,268778.65,277408.35,246899.08,251641.73,241386.67,224486.53,226998.94,252853.43,257596.16
351740,SP,5487062.65,5272288.02,5943637.48,5818344.32,6294976.59,6252818.87,6574534.07,7294989.24,7940148.64
351750,SP,1512750.82,1594349.89,2043222.70,1902087.34,1959589.65,1830432.19,2415287.28,2195062.47,2982975.87
351760,SP,468053.70,439744.19,454670.14,550794.55,517058.98,396471.06,433803.45,577248.39,583074.14
351770,SP,1816250.11,1453659.02,2007629.17,1650641.52,1755311.69,1725736.54,1893413.79,2153357.55,1957075.10
351780,SP,668821.72,742112.24,761335.20,757677.42,647382.24,682617.61,689613.63,709891.29,780997.35
351790,SP,558448.12,634080.13,729087.47,877316.46,810620.79,681479.66,652147.29,991247.54,902503.01
351800,SP,87319.82,134290.72,163110.28,121241.23,165423.68,88385.80,101066.23,131650.75,165925.47
351810,SP,188807.00,176121.12,199030.84,207168.40,194068.05,207401.58,290334.29,355000.78,274886.79
351820,SP,4777448.76,5343577.61,5450068.42,5580835.47,5815674.47,5672503.92,6545356.59,6436686.87,7234789.09
351830,SP,9737676.09,10127226.45,10795584.03,10850026.57,10968426.23,11572470.03,13309791.91,13327776.12,13738245.29
351840,SP,26356398.64,23264257.24,27275060.76,26915761.14,27722260.99,25962034.01,28488148.13,34561400.36,35884067.23
351850,SP,1012873.09,1091940.32,1181943.90,1068880.51,1168818.41,1068998.93,1244196.77,1254080.22,1293787.45
351860,SP,4833245.37,5214635.98,4620866.02,5036731.03,5655811.90,5696178.07,6235028.95,6537743.31,7032977.45
351870,SP,395253905.89,411664348.42,446727837.65,444225065.75,409785353.41,403230670.55,413272611.35,424433699.91,486568692.38
351880,SP,504893849.11,487933397.72,607582041.88,552563903.12,570731452.49,563294929.63,597874061.61,644122270.24,623413636.59
351885,SP,504422.15,469884.48,695375.37,642465.30,719529.88,612877.75,824340.33,779370.80,765174.21
351890,SP,200546.07,185592.70,202424.46,218189.12,220848.88,204562.14,228430.54,234653.63,248371.73
351900,SP,328012.07,433539.04,460134.10,470617.33,447208.48,463955.69,536719.89,472398.53,501435.12
351905,SP,4090222.79,3964524.57,4545069.36,5716960.53,5844292.35,5954664.91,6457773.02,6708170.09,6821122.09
351907,SP,50426929.49,51560952.38,50097389.45,57424384.74,53463315.65,43274219.94,48340364.14,48919652.87,52039017.98
351910,SP,1228784.97,1161507.70,1458926.68,1525019.21,1461809.37,1360354.14,1597681.05,1763439.74,1999927.72
351920,SP,313241.36,390057.76,419732.70,365569.03,332472.77,333059.20,374012.70,532433.60,622033.66
351925,SP,212081.66,316487.18,318189.85,337636.75,316485.34,226246.86,218882.43,278875.12,238856.55
351930,SP,4461094.63,4227301.51,4476697.39,4381762.24,4039416.35,5074843.68,5961455.60,5151241.23,5599871.08
351940,SP,1960319.45,1969677.28,2342040.13,2239777.23,2184321.87,2032066.34,2011168.64,2046445.26,2034086.84
351950,SP,200014.31,336131.72,145133.11,151409.33,136212.40,145555.30,159189.50,1078984.12,1116217.87
351960,SP,7225127.76,6803268.03,7227281.30,8023933.80,7125120.23,7058590.23,8562117.25,8914068.53,10206628.76
351970,SP,20253340.29,10180457.84,20397034.74,21279814.20,22347297.07,19887517.01,23619382.94,25179373.64,31382234.27
351980,SP,629864.44,659610.57,674909.44,701008.63,728311.51,637370.17,785252.79,894398.68,884670.57
351990,SP,1163233.27,927984.17,574612.76,550038.98,588874.97,815543.81,580233.74,902248.98,587715.67
352000,SP,2636745.01,2972146.62,2697171.50,2890822.83,2690952.04,2632340.56,2978951.45,3540424.28,3447305.28
352010,SP,1064235.25,1114286.37,1011057.79,928484.54,955566.66,950675.26,1079189.18,2104746.33,1084164.41
352020,SP,2788721.76,2452127.77,2937380.86,3431347.67,3329732.98,2936704.48,3187935.39,3274111.98,3174336.36
352030,SP,4670714.96,4907207.21,4818741.71,4504502.14,3973606.37,4005942.78,3904382.10,4241384.14,5336058.64
352040,SP,29962684.34,32619979.67,31532478.49,33811405.97,36454112.51,31515641.98,35074518.55,41959571.05,39374228.23
352042,SP,24373337.60,25063250.81,26802049.48,29123627.28,27486645.96,26100516.55,25271001.66,24364093.57,24354587.98
352044,SP,2643642.93,2433810.37,2591926.17,1525839.92,3004331.74,3070370.94,2376399.32,6218549.79,2984381.51
352050,SP,95826185.76,99342228.35,101891563.41,108389774.04,101678196.70,105872584.61,113042679.79,124283730.49,125832610.36
352060,SP,174721.04,202403.05,492304.27,68009.75,324471.27,337765.06,416656.77,129336.88,292975.44
352070,SP,139960.11,41332.62,38401.93,48415.08,21206.52,20755.02,21643.06,24436.37,19066.07
352080,SP,377687.62,402280.52,446788.15,431688.44,410752.98,412521.83,426824.66,493365.17,486781.01
352090,SP,917884.11,685670.53,784758.13,764056.19,645077.77,661137.63,947103.94,970000.90,805996.93
352100,SP,2867598.40,2899424.99,3968876.66,2962422.42,2633519.67,2802874.96,3022521.49,2990190.23,3904013.90
352110,SP,1380870.43,1456261.50,1521171.26,1569620.31,1566380.22,1671358.33,1831841.99,2924036.68,3234759.05
352115,SP,187388.78,191477.04,262629.48,317196.46,729183.62,755379.28,667809.01,1041929.21,827041.05
352120,SP,127108.72,112796.90,120849.36,74933.42,117485.09,98711.90,83933.41,234537.98,144784.17
352130,SP,2550628.66,2786333.93,2946501.99,2908400.99,3101067.04,3270210.63,3587850.33,3706073.06,3956681.72
352140,SP,4079376.15,4816510.21,4381954.21,5544841.80,5707105.76,6390931.10,7381555.82,7692255.18,8303524.72
352150,SP,396390.95,430967.68,494544.42,456250.62,478430.55,462766.67,573402.61,558577.92,579298.71
352160,SP,936736.71,580809.65,722037.64,642334.54,674127.56,619304.83,667821.56,808535.61,879096.82
352170,SP,836349.43,864799.03,881666.67,874989.58,799470.97,921272.67,1044057.84,1088398.79,1136458.62
352180,SP,7150495.64,7309500.00,7479556.39,7049822.47,6712555.54,6352868.18,7108801.09,6922113.83,6709483.65
352190,SP,2583566.72,2817735.30,3228972.91,3396148.36,3593417.39,3495481.06,3847051.20,4059396.63,4739531.68
352200,SP,204887.41,192154.91,254363.46,377527.20,280626.07,281468.29,376782.40,475182.90,591134.81
352210,SP,68725385.83,75984296.71,72779700.64,78810309.93,79678393.96,71246355.19,81789140.63,85450967.29,88953767.76
352215,SP,42573.14,41195.96,41273.21,24599.18,29277.62,31324.39,38354.22,38647.55,42076.99
352220,SP,26423997.59,28559729.23,32516217.16,35603758.94,32387345.82,30258617.49,31142934.07,32268990.71,38440357.75
352230,SP,18729617.00,17476948.61,20294739.38,17738503.46,16293186.46,16878121.12,18962805.09,17197307.97,19885712.49
352240,SP,10632436.49,11481625.06,11081408.87,11294337.22,11070834.83,10537558.82,11253456.49,11284731.77,12721347.95
352250,SP,35065177.12,29906907.91,31204371.43,31739089.05,34719008.44,34419273.04,35732858.93,54999009.12,46342837.59
352260,SP,21409694.52,20740260.03,18962537.34,20777725.95,21454598.22,20055418.89,24126379.28,24096977.36,26827349.25
352265,SP,110055.23,68059.84,96977.57,118890.37,77628.31,68962.44,71126.41,106520.34,115719.60
352270,SP,5700984.43,5924480.80,6264376.60,6947911.78,5877664.72,6198251.44,6492617.15,7066519.43,7206438.49
352280,SP,1786185.64,745413.97,1098386.97,1150737.30,1084850.91,1097790.52,1167866.34,1193159.16,1114466.94
352290,SP,1537887.60,1746798.68,2086925.69,1340862.14,1255982.39,1178278.50,1254791.00,1524910.11,1606958.86
352300,SP,187190.72,203135.84,207945.03,199962.14,159257.86,196651.80,207913.62,198839.57,221261.73
352310,SP,59587419.35,55944102.66,63304642.72,59250176.57,54399516.14,50803896.15,58902520.66,52959140.58,57006200.05
352320,SP,4366402.74,4553790.42,5110610.20,5217873.31,4566531.02,4477318.23,6113043.57,6770650.37,6266352.01
352330,SP,1399449.95,1933059.21,2298887.79,2073543.18,2321222.11,2191108.81,2290445.52,2727289.39,3541762.42
352340,SP,34537908.03,38537565.45,41825222.29,41333815.53,47845018.39,43549285.16,50111693.46,56179736.80,60508909.78
352350,SP,1879744.74,532170.65,1085643.52,1606967.19,1927075.29,1570132.67,1550096.47,2015580.63,1993380.83
352360,SP,2475338.64,2535428.99,2643501.19,3019447.80,3479453.53,3737905.92,4353244.84,4504593.53,4719351.10
352370,SP,170081.08,136711.27,204265.09,212409.84,179806.55,205156.48,228883.03,348701.60,264041.18
352380,SP,666036.88,557463.27,507619.85,565494.84,623515.30,624463.63,868043.12,711494.98,670391.39
352390,SP,69802062.21,71863109.05,74918027.14,73141159.92,78386585.26,70277661.16,78304860.36,85931842.78,90812739.92
352400,SP,12487824.32,20072223.57,20540426.02,33241103.10,36468022.12,35488869.04,38516702.22,38348539.04,42561417.72
352410,SP,9158182.18,11357071.27,8027762.56,7929783.34,8654184.03,8257041.40,8849096.62,8838318.99,9828193.81
352420,SP,518709.27,627792.11,505621.25,428693.40,404199.03,431428.83,453556.09,532946.58,532618.64
352430,SP,21581724.30,23206595.71,24285476.57,25884931.28,27201825.24,27875816.38,31336943.93,34402656.01,35330828.30
352440,SP,56941390.88,58244593.15,56386100.10,74282687.45,78260695.61,82734075.02,80164428.12,63016497.12,64607491.79
352450,SP,228820.49,223231.09,306568.76,414333.77,250552.65,244634.93,240786.81,212426.93,294088.84
352460,SP,1278663.00,1168977.05,1410715.07,1789546.54,1661040.69,1451393.26,1496328.95,1603504.80,1426985.61
352470,SP,9604449.62,9755266.16,10351657.43,12290323.07,12420651.51,12958734.22,14838816.85,15291051.04,16072230.62
352480,SP,11855218.47,12376541.33,11611046.39,12302978.95,13541895.00,12284649.25,14347110.90,17056102.15,17112378.20
352490,SP,957562.57,1008174.22,1015644.95,1191814.77,995352.54,964192.65,1098199.80,1031034.61,1185463.19
352500,SP,19144345.32,18262545.90,21888877.98,22646251.20,28890562.43,26443977.59,35031426.22,39577175.07,43947937.03
352510,SP,4639727.51,5020157.49,4966543.88,5129637.08,5409384.31,5525101.06,5209294.95,5463663.39,6058454.94
352520,SP,14669451.45,14869131.50,16526485.99,17877649.26,17557245.26,16350859.77,17038214.86,17381932.52,23677249.91
352530,SP,31929812.24,32706158.90,32927308.87,41379313.08,41962864.05,40697164.37,47351958.55,45122946.64,45642747.90
352540,SP,55558.72,44582.86,105552.30,93095.00,100374.39,91954.14,123487.77,101384.92,105954.21
352550,SP,1751701.73,1769463.34,1985252.79,2016623.99,2124175.26,2141088.40,2360981.80,2693757.04,3110598.08
352560,SP,112127.55,143075.21,119799.01,93984.13,116590.31,119600.68,151034.31,166333.99,177800.50
352570,SP,3265707.08,3784074.02,5012938.03,5589022.49,6029495.03,6301545.99,8203134.71,8105159.41,9435100.83
352580,SP,162983.79,148562.52,204650.20,257038.97,291701.45,249337.73,233370.17,237212.99,230273.49
352585,SP,221893.55,62279.03,180653.47,171463.22,197507.90,197288.31,226058.40,285832.89,351717.81
352590,SP,130638322.01,134063820.61,139175176.79,149264498.62,154567751.67,158855977.61,175661104.78,180138648.65,186348234.24
352600,SP,2403515.31,2469206.88,2731113.87,3264724.34,3102531.32,3223293.24,3310913.38,3366180.05,3674070.87
352610,SP,810639.41,1085128.33,935731.90,1028018.08,984935.68,882824.37,863659.72,921529.46,1047622.84
352620,SP,3569152.55,4164588.49,4109849.80,4573086.17,3680383.96,3430256.53,3353732.10,4414930.98,5405563.15
352630,SP,245104.82,293742.75,264492.76,318970.99,272580.09,272175.40,362628.75,361706.05,355214.83
352640,SP,4319502.66,4329387.67,4237852.28,4397217.23,4407587.95,4512622.74,4867015.04,5001624.42,5236143.37
352650,SP,288009.76,252503.51,394882.24,344284.31,383042.33,405949.14,518827.08,353271.61,361813.48
352660,SP,237176.46,194786.42,189334.61,227276.23,263538.91,222054.77,260515.94,609682.53,432345.09
352670,SP,33630572.53,30093601.69,34200750.13,32572033.79,35729752.23,31421000.86,42376096.74,50915079.29,60219621.30
352680,SP,6751831.56,7260258.00,7472389.09,7153588.41,7098517.49,7855411.05,9132302.09,9221479.32,10336869.32
352690,SP,100469960.70,101469078.95,94770541.48,101390017.49,94474490.05,91385489.08,103021527.98,109775001.85,114064833.53
352700,SP,2817063.72,2864166.72,2206510.93,3022255.71,3013764.96,2457780.23,2846463.22,2623915.74,2932836.49
352710,SP,7807639.26,8154734.17,9447918.10,9454170.43,9050787.25,8539253.31,9139627.96,10949554.86,10359982.28
352720,SP,9281051.94,9566214.04,9816254.91,10819871.72,12084857.91,11302485.93,13477054.99,18136176.31,18930128.83
352725,SP,98009.00,91844.61,103911.69,122230.28,119742.63,111587.87,141517.16,169409.49,150801.84
352730,SP,18748380.67,16803562.16,17564249.55,19346734.44,18278218.44,18298083.36,17770759.36,18184605.72,18553448.12
352740,SP,1968042.65,2868180.48,2998012.10,3122572.31,3318559.16,3043069.62,3278069.15,3374719.60,3680093.94
352750,SP,45941.10,45130.87,39691.34,38313.50,35485.96,38863.33,35315.45,43911.94,44748.70
352760,SP,410385.63,429185.16,593390.20,355666.05,369762.23,399478.17,52247.58,697964.83,694953.17
352770,SP,167741.44,182293.77,266515.79,307518.82,272492.37,256138.95,310648.90,261911.25,308249.37
352780,SP,239393.43,176944.64,183976.63,229184.08,210339.66,207269.17,241128.30,185667.95,225144.59
352790,SP,51690.93,48999.95,47051.32,40199.59,34952.85,35412.96,35720.27,31899.85,30008.27
352800,SP,347827.70,363307.80,403807.26,394267.07,385110.18,392286.53,400231.89,394358.21,541203.11
352810,SP,344618.22,385201.20,589696.66,526127.97,520325.07,488878.06,715268.64,1051722.27,1127434.52
352820,SP,13063.75,11023.77,20016.13,39388.49,36153.96,30982.77,36408.82,172411.88,44319.46
352830,SP,308303.18,347217.58,281212.20,352391.09,340012.57,377800.46,396319.56,421970.83,414685.04
352840,SP,7223995.08,7797285.66,7722149.29,8251381.75,7553888.98,7420988.12,7780174.32,8972358.44,9339205.08
352850,SP,33353436.44,37148665.13,36772421.18,35241279.30,33726818.74,31769484.94,40150978.92,41557619.87,44677548.54
352860,SP,711457.57,1575212.11,789344.90,980846.37,1019889.21,1116166.81,1429343.24,1655457.69,1882928.04
352870,SP,119363.64,82165.38,98079.90,78165.10,97123.41,77761.76,81781.10,68697.57,67856.30
352880,SP,405261.21,390014.94,724650.53,1181590.35,1026298.78,988264.62,670946.17,498271.00,822434.93
352885,SP,198966.78,183420.91,246831.10,371200.49,220481.55,302266.30,369636.59,352432.12,395710.61
352890,SP,88039.61,99719.28,127801.29,105958.39,117538.13,105110.61,109618.49,122970.95,116462.27
352900,SP,53723986.89,50922947.02,63019148.46,74771186.41,76530549.08,75831886.49,84641749.88,85960949.04,94698236.84
352910,SP,94346.23,108988.50,105774.52,106110.60,100611.84,106978.04,132034.87,97599.79,97772.79
352920,SP,2699424.66,2755406.06,2836141.83,3177419.48,2811935.22,2859742.85,3039522.72,3251143.78,3189404.57
352930,SP,10798174.32,10489135.58,12108313.09,12320788.21,12652649.84,12217696.44,16117131.58,15209216.23,17499376.93
352940,SP,106641631.29,110064839.39,164762533.71,111478418.90,107830231.92,149096663.91,105794044.06,108965126.61,107348697.98
352950,SP,545224.95,573547.41,661141.14,765668.76,725984.31,854739.68,1005127.93,1300556.14,1263622.44
352960,SP,216438.00,183923.68,182998.13,177932.47,185432.46,186512.16,199505.88,218158.04,221247.24
352965,SP,16477.26,20658.91,57296.35,55529.10,64948.04,50324.93,58959.28,67075.83,64967.49
352970,SP,1732810.58,1685366.13,1535816.49,1552544.56,1561893.28,1436242.50,1519485.61,1787439.50,1822334.14
352980,SP,1266395.12,1244453.88,1263903.24,1297739.50,1330825.63,1428388.18,1671031.19,1786130.17,2015045.45
352990,SP,1337324.10,1338231.23,1300898.34,1276715.94,1230988.39,1107563.92,1325630.43,1286601.32,1356757.87
353000,SP,95488.86,96530.92,112413.81,104640.74,102421.82,110962.69,117015.67,129725.52,141566.82
353010,SP,2337888.51,2584695.43,2682118.20,2775539.85,2803250.00,2617747.10,2928198.55,3081584.09,3506086.90
353020,SP,765544.01,749537.00,271878.20,446149.71,503933.09,342280.93,342120.44,517584.09,674450.12
353030,SP,17396662.97,20648019.22,15761402.11,16903800.60,21356067.52,20251053.15,28795388.10,35065667.46,27141587.19
353040,SP,50016.58,49855.19,54459.40,69736.37,73948.35,77947.05,80665.94,82986.46,99275.32
353050,SP,12755185.00,14678149.95,19135175.64,16183044.45,18049472.24,17767858.39,20344491.25,19129329.35,20276477.29
353060,SP,157460062.33,167862642.85,170440366.07,172034006.14,160214062.64,165378281.21,180925543.04,191194950.34,214369836.71
353070,SP,14845390.07,17688369.18,18260775.70,9974028.89,17626403.89,9683159.46,21386826.17,20654292.68,21018591.42
353080,SP,33559816.64,31549549.24,33413219.08,33920099.37,33540928.31,33866008.39,35924824.62,44681041.36,46249054.17
353090,SP,402162.75,401963.92,389105.80,424258.87,392845.90,355914.48,375141.87,459902.65,475874.73
353100,SP,111371.32,110972.24,122487.81,94460.08,201014.02,239045.42,303559.81,261866.60,290030.34
353110,SP,51218092.13,50382697.36,46283493.95,50942261.11,50814729.83,48272200.36,53250182.03,56686763.30,58541301.23
353120,SP,2327372.33,2295957.39,3266943.13,3066452.08,2839923.49,2567515.94,2816459.84,2773425.66,2899151.50
353130,SP,13658541.26,14990921.43,16483860.03,15587534.88,16687706.20,15664171.88,18238636.70,15764217.25,19037861.87
353140,SP,3330101.54,3633069.03,3667094.09,2920606.97,2140419.67,1813473.91,2020108.03,2177397.56,2254507.52
353150,SP,3384085.61,3261779.49,3944407.23,4024156.42,4363092.25,4552226.70,4639321.28,4728590.47,5564971.48
353160,SP,220822.13,223689.35,237786.60,274082.09,242285.66,242732.11,288369.36,274712.43,255264.21
353170,SP,347722.33,345403.18,457080.80,394565.83,427156.06,358646.54,318297.70,404116.53,421193.53
353180,SP,10530518.17,11284694.16,6061430.89,12260993.77,11865128.37,11389032.00,14923094.95,15688979.00,17573710.47
353190,SP,2804300.85,2692006.66,3062141.68,2353087.59,2253161.45,2186489.80,2685769.36,3008312.56,3059953.85
353200,SP,1563533.80,1628310.27,1667715.70,1728695.97,1505683.26,1430981.87,1704444.71,1606854.65,1573376.84
353205,SP,229512.87,441381.21,256045.40,243840.24,241666.80,379663.52,396780.65,203004.28,289243.23
353210,SP,411683.50,395346.39,417127.02,329986.65,315384.47,286930.60,288187.78,295926.81,298644.69
353215,SP,88212.17,81746.24,106110.08,138420.84,132122.92,91931.14,127159.77,118284.21,153830.43
353220,SP,161047.86,159391.15,198768.99,211740.38,222952.45,243762.57,242611.52,261529.43,372938.84
353230,SP,299025.60,316662.71,329021.06,317481.76,307036.76,269374.77,305679.08,302454.50,291306.96
353240,SP,2012313.32,1988775.57,2337816.68,2524601.92,2286229.94,2482092.09,2296455.48,3277057.06,4208369.66
353250,SP,1070155.86,1023463.54,1130726.10,1096516.21,1192138.19,1230499.65,1492867.59,1780422.07,1914428.45
353260,SP,1659347.40,1887282.55,1863263.13,1851662.19,1891370.27,1555526.32,3080434.27,2481286.37,2469341.76
353270,SP,78163.20,111056.48,93184.36,81125.65,104142.70,128151.14,122119.85,105043.36,78287.34
353280,SP,340810.00,351998.00,377603.05,451126.40,477570.92,478472.15,568290.96,583652.29,603947.53
353282,SP,20377.84,19153.85,37286.95,21060.55,20945.48,25358.49,35981.70,221256.40,199787.40
353284,SP,24052.26,49572.43,65271.64,59586.00,64215.87,44969.47,107390.36,161386.69,151215.12
353286,SP,13103.09,15507.16,22575.01,18187.58,15529.50,16182.16,25182.85,23563.60,33527.55
353290,SP,858139.79,801565.83,860723.04,827564.66,812223.84,739472.05,756073.43,712153.92,1125577.50
353300,SP,1459791.35,1470229.49,1492196.30,1531599.92,1471288.51,1554373.27,1712741.78,1893231.79,1967026.60
353310,SP,124110.97,174318.63,112541.56,145604.03,120695.85,114107.05,144940.88,196315.01,140836.16
353320,SP,101034.00,107052.89,137901.58,189257.72,135687.60,128090.47,147942.19,189190.27,157851.90
353325,SP,261268.86,236366.81,281550.22,270925.47,235147.87,249629.10,267907.40,312252.83,313265.27
353330,SP,174622.63,171576.89,194506.97,208124.41,193064.76,210622.68,220657.75,215087.52,257562.11
353340,SP,14410280.31,13823105.21,15400240.84,17167341.53,17962812.10,19229332.76,22137192.66,24758639.63,30965295.87
